AAAAA,BBBBB,CCCCC,DDDDD,EEEEE
5198,596184,255694,525821,836558
626,39261,880281,737897,389598
8076,526595,808570,31465,570237
6609,278759,234930,239372,895327
2287,511850,576046,759801,140822
6767,884918,472028,150251,139521
6401,163404,266338,605121,783372
628,826949,413658,563827,533334
7417,591797,939559,192875,819621
8350,442987,473621,628826,675514
4483,785704,964534,538930,5126
1665,461165,728732,911733,632943
5669,953415,547303,405983,52761
4753,723032,220015,859627,82971
6469,573533,748047,958313,373874
3437,483574,791112,905788,618698
1746,485886,166650,926807,882493
6188,457538,462229,829194,319786
7044,528315,171047,521292,668870
2555,251988,177967,132566,464019
7462,638239,827197,385153,737604
6991,922874,188899,375872,278732
5911,661917,676993,829866,312242
2058,493788,119310,772319,980330
119,685908,756658,180291,55428
805,327891,92564,336143,274341
9163,253842,929596,780694,921052
1780,910782,515465,232556,398520
1642,632197,323249,80655,33714
4255,175709,880018,835150,417337
2841,108398,855320,473803,835966
5013,752149,494619,278914,397006
4413,727465,534060,69129,641728
6350,163930,301076,18216,197186
8257,608208,45350,617109,890417
8050,628402,588596,288708,701032
8975,507033,70139,424293,360426
5389,853784,301363,398197,760536
9054,497013,205945,310883,905255
3097,38953,517692,7777,977979
9646,209188,498276,402822,923863
9178,828281,629020,801381,486185
1631,49891,754325,613403,203317
993,63493,368681,814492,206214
1523,296967,523512,818082,472366
4288,381781,422445,582951,188329
7246,243623,259755,17308,244224
6941,490894,354481,888537,592848
1096,183230,469906,351455,6136
1202,756619,77748,299017,120178
9051,819219,380477,310140,270802
1724,123968,516418,705111,764483
5523,727018,634336,430562,358338
6865,137550,800681,826047,129345
5801,677968,310023,412064,234147
5159,567627,425720,132878,709280
8391,833921,882425,806464,237041
9814,305974,359750,840787,588320
4088,773077,808066,860418,725219
4597,317482,286998,157959,978827
5412,507698,708625,738606,581569
1392,317747,983174,550137,972560
8234,116360,91361,864426,350295
4380,733821,923377,377811,423779
5035,475079,599649,531301,583173
8106,298905,136347,729487,864549
1911,35391,171313,253427,148528
2779,307052,882116,220250,780245
6485,632571,596872,765964,57556
7258,283570,653537,811737,925023
4032,60625,359137,948887,538802
6313,376898,987540,883892,843978
9334,822494,946229,335454,558825
989,553105,561828,623285,142085
2390,481958,683247,443321,849316
976,427402,733924,434329,741585
6608,920449,457923,51850,498519
9803,930362,423697,967142,884608
1341,590247,831424,766922,984652
137,370598,487082,562232,504305
9111,451759,833009,235587,405536
1790,752240,594293,369941,283435
3523,52093,38074,966798,67011
7241,339198,84761,927614,490599
5071,473893,582267,120966,331527
1203,576845,425483,262600,68826
2510,328212,238674,409767,182838
1138,881134,403925,447771,840636
1087,164736,175609,572861,555433
7229,4578,868810,1033,785570
7283,257126,410100,976605,432607
9990,150461,617846,320769,364829
9045,634378,860791,861845,593260
6486,874534,245292,573590,292177
368,290206,137705,874515,412453
3868,113629,687850,518094,362418
5773,250255,820155,83757,701524
7316,130220,556,233050,832193
523,198838,502299,525351,951480
6625,790200,341735,855373,686004
6616,297159,470297,156162,361331
213,68295,854404,257266,66958
3888,997812,563944,189586,948852
4561,913584,585615,320010,841835
6569,749210,872865,692658,862389
8403,686667,557109,534747,937834
3223,373213,726861,819134,315206
4013,412684,617077,234199,878315
9677,827290,155873,188085,418977
411,940625,338323,498127,115594
5998,859897,647341,295677,890574
3185,537765,800773,850560,742890
7038,734050,497728,708918,980211
9023,952081,727321,853465,634969
1221,129394,591867,390418,754840
4573,953046,414873,432846,756408
3591,290689,544016,654834,73223
9075,648419,332482,387221,424860
9481,28881,220149,130091,641084
2063,811745,92975,354408,671325
9699,42,802329,509302,160873
7266,141503,440391,208361,867817
4805,736190,557656,785515,405643
5437,849097,466909,941111,850198
3250,485661,192432,253273,309089
5643,307143,687782,335337,21376
9509,865517,435057,829801,968357
4924,613331,26197,125707,59754
3301,988585,578470,982952,460517
6094,902544,649235,88937,647147
2186,657941,930843,667150,964567
3661,454724,84405,447287,645771
6927,36032,447739,9226,149047
856,674003,237534,155309,189483
1415,11422,814380,456362,642698
9639,169926,560425,586391,962397
5143,35287,622668,881679,861665
8668,818028,593158,885170,265286
2594,777489,404142,602564,97771
5972,903180,607366,27590,140488
6676,159788,52456,868439,26117
874,785376,539829,423516,164705
2489,858937,828789,283452,427173
3266,588909,123,919388,196335
9572,910876,596935,157814,148418
8853,719958,515205,747586,443480
8743,314979,421293,265188,454200
3042,605159,561703,468448,294326
3881,67021,29095,579569,431677
9906,374003,855998,995834,140691
7752,616729,318098,148351,356287
9583,41449,644336,585479,706019
6476,722195,930627,418572,104689
6594,518704,1728,869082,502726
2586,298682,444491,487547,558568
7185,926295,919897,30892,953643
803,63488,721259,945020,676560
1019,897567,475927,376056,401898
5888,959334,31941,753925,408998
4797,756736,208932,721611,482106
9786,980685,14177,668381,499038
3071,317275,779868,639847,777504
3445,291288,216179,701991,486261
125,521199,555707,52966,682413
1764,721606,26927,185122,7484
2635,863068,811290,925800,405135
2998,684566,170829,331172,644074
2403,62308,90380,704076,541041
3025,915965,159878,935915,720105
9857,37322,600188,722532,63246
6843,8297,47406,601849,625268
807,944659,882186,492092,770095
5800,199004,552503,800839,128333
8664,561718,235868,857327,99212
4183,942664,761863,556992,39261
9950,72628,845843,607726,820880
4687,449936,654370,760190,983974
8917,627856,348184,180334,315813
8914,433412,78276,384884,19103
6660,118744,636911,949605,931795
3162,847312,267198,522002,780578
5920,320001,418105,577700,108891
8569,248502,784517,587517,897753
7397,193924,787481,510993,819016
1253,524966,952356,467743,710066
990,126648,909845,867197,741316
2056,490666,125044,706853,861140
5231,825567,260662,218051,664276
6914,638122,904908,253680,418159
2795,240587,119491,270695,32558
1498,293706,498843,60751,83040
4281,481172,580513,378460,234517
7484,579956,589454,252767,259891
8004,218569,629625,285350,863519
7450,654369,714847,100510,82953
9439,876134,451674,600144,25828
4029,247898,762463,130168,941279
4465,834437,984982,332794,811528
6854,876840,120163,160347,239441
7542,404083,550323,408369,375940
6726,835220,193027,700692,282128
6626,265335,121905,420086,934214
4325,717301,315650,390523,672643
9576,746346,747354,888257,552120
5674,178329,86866,586584,614725
3455,130898,696735,269342,334175
9160,940229,992379,528794,869972
6553,383425,228448,127359,602776
5275,612986,791194,286499,855562
3738,950724,198764,853241,773644
5886,951260,944768,716444,648305
8461,544521,595341,245151,411429
97,198745,55578,688734,114968
9189,763578,220059,68009,570587
3204,180990,119500,553927,873608
1387,181406,555074,140672,54051
5919,624023,991869,423663,411940
8339,166543,633738,245031,709865
2263,745164,407634,449526,518492
1106,510371,994160,278863,269912
2986,447092,371647,471618,177862
206,486308,775282,594788,916706
3242,838924,523727,667173,700604
211,275490,292683,591976,941433
3680,671680,754992,717723,248323
2594,645347,513000,753977,39783
6648,693640,300618,21198,746016
1138,339041,8156,425855,883496
6121,473644,989444,625116,262167
6346,426736,376698,552182,198312
5144,593119,149193,543117,692340
1981,536127,474847,715660,300345
1580,916980,975103,277803,256984
9431,833197,867846,347943,875393
4818,529276,929014,909341,962156
4435,770919,535362,88384,98093
9680,357802,503597,955205,298280
4924,61658,700283,18109,616737
3234,1580,699835,836624,86292
2671,949383,994591,979433,50014
224,260266,563785,521205,534826
5909,181863,663586,377118,413859
3129,605761,282995,426575,898243
5725,725534,233485,482168,607217
5291,339744,539427,94407,965786
8008,991732,519418,183756,675894
7860,448139,386957,388028,468889
2708,905927,953461,366294,162119
3359,415325,82636,689209,396852
4328,277985,55983,536477,592717
8805,440936,895855,990002,472728
2735,97459,620928,997318,192465
2547,808991,145637,119963,652146
6519,202885,430864,271176,551060
3051,876253,386194,166345,711363
3179,132425,602356,122083,160118
1305,634610,297751,653996,901680
2152,861888,453562,576897,825500
3247,76007,896751,803037,284859
7362,721709,729052,41279,438937
2905,142628,801127,821549,638007
9498,833109,801532,999548,810920
6464,459722,113208,958262,98014
3421,349161,848049,166015,448364
930,505264,774816,17196,238440
4436,730106,626700,315788,901173
6093,147589,326856,107774,568166
1865,440292,572702,490751,899808
7522,925527,850629,277005,694818
4381,863073,358057,147193,108686
1110,290021,1226,710789,608419
6643,571777,658278,436470,932792
3831,363370,949113,108029,36762
1480,565786,928911,788680,34500
6469,920419,932589,459253,657589
1771,254534,904103,734758,361262
6078,355191,196673,704643,758515
2132,106118,194146,447648,123102
9029,471444,146524,756013,773891
9365,395590,843367,61325,111673
6510,56767,242158,586563,506390
8584,116467,761310,945625,423375
7691,688856,976553,981735,871133
3666,110730,251409,246031,165807
9720,65737,384643,156927,660799
9419,663492,873665,159072,322562
8223,807900,49045,569017,241519
1373,99473,615646,850466,392883
1034,651308,600450,961019,571439
6692,83894,695956,938389,843094
2112,153553,973954,786957,872359
8936,867082,427733,751417,127917
1231,720794,349014,545230,427031
6958,451562,916606,75468,978233
4269,216283,188990,508626,67454
4966,435280,864500,980946,484716
8390,621337,543858,896063,396864
4200,259130,491790,223112,171506
3966,968650,241411,566568,726513
4536,202361,298287,199975,489653
9535,751217,2084,1511,305847
7272,876640,797716,173574,904456
4792,676112,51177,374276,208397
615,256160,714416,672745,940667
6147,738571,162807,224291,940407
559,647703,103595,458472,705164
4018,295775,924133,133353,97675
4225,143360,366717,701441,30465
5332,593144,987478,69729,55743
4238,586412,210316,422754,922869
9909,853114,727722,745779,370419
6297,519111,430184,189055,805130
9948,127769,910100,704559,626186
7205,633326,347599,217479,973027
291,752690,638735,526370,888373
7524,36484,767578,628186,967361
6883,772555,375615,303494,725195
2879,47570,890899,545745,589371
4877,942005,886757,730471,123513
4487,197014,879279,246368,553051
5948,236402,775398,500053,812578
4624,860720,943847,314338,679957
8204,295754,734097,202651,618722
1022,758884,814773,446704,730569
7260,997042,219660,974675,382745
5491,288061,829720,990864,980447
8962,947617,266524,366599,651869
2502,643575,203842,532997,759763
9215,55973,465892,56958,608598
1078,708585,742233,231346,462596
1351,270179,875583,405149,428536
4387,411413,25773,825650,430539
2090,90924,496243,833581,933522
7286,60154,312706,249769,684566
4054,976813,357128,657022,463271
2057,403309,164922,896504,647776
140,562981,408676,837470,540133
5900,746117,733497,886019,261699
6463,752334,412236,345607,710980
9428,393220,752156,932881,337039
4962,637180,822834,879083,869139
770,888172,155604,439531,776524
8734,876794,92868,218885,433318
6826,315005,53056,398844,434110
5307,998331,597696,743556,536730
3732,226515,998046,635902,706028
8085,420464,293344,288407,240447
6304,242800,613166,303854,530198
6010,338682,494753,799835,808363
9137,678385,52780,914546,798665
1048,351492,952070,19314,587177
6486,356646,377413,400966,530321
3405,89142,638932,153093,616563
1825,575885,598286,478237,812784
2233,928065,719904,110898,652761
5368,417817,877809,5388,105884
2492,572562,999588,907318,90393
3583,7791,98854,967877,508105
3412,580050,569271,21005,819956
1161,438327,937747,523871,970918
4158,312790,240966,53817,359651
4353,924340,948924,498721,465628
8637,879375,746827,264118,661634
2033,839705,205670,311646,281207
4737,967624,492718,502405,742225
8268,617012,848355,437933,161003
6732,613608,924035,913700,121937
1207,108725,131896,958885,877741
4246,489315,709890,213795,979667
4188,888009,908041,858544,941815
3550,623355,160211,22726,366300
1307,793309,86395,863808,775681
1224,529459,720897,624082,879056
4530,998858,220588,283782,782706
4727,116903,199925,724901,516593
7888,956437,555400,781642,283904
577,948190,567619,938019,173409
213,419899,665674,930363,435395
9834,223932,694427,912371,19437
1364,752509,927782,965885,13850
7275,973500,356874,888078,411345
9834,563170,30876,547094,604498
4510,895022,822149,384703,939466
4731,289230,39760,870015,226155
2142,390550,183773,600490,708004
9456,82492,826325,584970,480439
9807,559599,851235,366744,315432
5478,654656,364933,994337,650680
1859,320521,984869,21584,287410
7672,320874,404151,84976,228823
5312,324893,992244,17597,936506
6706,751693,593701,200206,68668
6671,218632,354724,142500,547548
2100,465274,763636,766433,386290
3531,331842,957375,652786,923594
2549,616975,78102,863441,756825
1678,759999,645484,342046,706891
7137,36451,659715,698460,209512
6651,857311,565870,216266,11358
9356,500531,461505,454484,213501
8666,701666,21972,831804,33763
4025,569831,524461,776806,106530
8640,992308,647718,10507,415458
5984,672620,84982,319662,753134
9964,963951,472227,343033,168398
5317,758486,983535,283695,649073
6778,13206,150605,985156,846654
8914,924648,554272,84675,73542
4283,927539,988947,971789,864672
601,527764,640516,624050,634947
1826,818994,40853,897606,117964
7842,217151,371418,131689,672308
7220,678754,701519,528972,321170
7401,891732,996427,733768,59378
2772,375424,465618,117459,296426
8534,869914,887661,868153,420379
6495,451355,5766,692627,727893
3161,372778,441004,649040,111441
3292,671174,646094,159338,3318
9213,960842,121133,730275,777114
7806,227781,136663,972681,159501
8382,317237,133380,921115,11096
3247,195795,889925,168349,831609
9668,134439,756077,832208,526418
2812,611434,106836,482262,192215
2009,923935,509892,452211,869370
2684,340711,55657,793278,894220
7193,980537,417123,363548,985082
2009,875012,526863,530887,672741
5632,586048,117518,996764,571486
5657,138899,70198,838938,834764
9618,301790,596407,742271,987828
8023,8113,968799,655284,319723
230,398115,605718,142202,987863
2405,640692,604127,233535,783862
8930,620804,281563,456663,298343
1020,127349,814489,411860,988811
3620,108369,18793,989040,662447
364,146099,974822,364387,445537
7267,694153,340752,714491,357651
6381,68741,766955,325530,711929
2128,145240,776251,454879,476729
201,576547,581200,988400,969460
934,357175,404410,191368,890894
281,860257,23115,84733,79543
7037,229985,436331,343862,196635
1412,210379,722519,64848,85860
2500,356234,214799,465318,301637
6143,988996,719223,358142,194562
6070,621110,34022,890163,544524
4262,304440,558985,853228,747112
1603,770123,578444,719184,155561
3208,628295,431563,447633,298115
6785,508831,205352,728212,605118
3957,454842,896322,412518,466536
2132,494114,606212,701476,673556
4078,617055,935950,328516,537396
7593,765465,223469,665009,605266
2851,391780,654542,44732,143490
9411,886181,313214,120555,634364
2025,988324,962087,818730,341507
9886,602233,411413,254050,658673
4079,309015,821553,629289,560842
2066,632510,587579,699994,898256
386,148943,734838,826028,485515
1505,252502,79443,721029,814800
6289,71296,196335,96760,764278
9947,311501,369895,852030,642118
3802,961097,489749,883820,91028
1592,192314,872370,287928,484749
1576,701676,772846,178693,954506
6897,950691,341593,868405,934490
9602,365020,468269,860157,416331
2618,966595,909065,530163,881029
8704,694336,180408,537705,672317
3301,42407,544935,722047,859620
2050,190804,599861,742006,43109
984,69309,998332,454344,207760
173,519348,135543,901515,550703
3897,721775,802019,374954,313285
1624,882415,45634,999084,760648
7039,114932,288426,416513,740493
1435,851601,340852,652015,680660
276,756471,784155,19788,909635
4292,156592,535464,306114,804783
3131,972295,861092,914715,287456
766,34214,31714,53574,531822
7142,331804,443521,179692,351524
7145,506886,517111,740493,534606
2650,622623,1591,809866,701243
1219,860843,815094,264066,804115
6281,996665,259978,992842,741675
9513,671897,401659,480440,879056
3298,209666,599207,302440,312604
72,967030,609869,771587,479563
4034,531305,480885,414769,745310
2600,111156,327937,992543,300119
8141,229138,971847,646949,905061
7369,636384,989889,643036,314615
521,413766,152301,163609,21266
7991,467624,93306,871587,431330
9529,653111,548288,406418,961707
5775,119801,416616,167554,389586
7840,382231,841728,252242,300122
2626,198604,621935,266599,422324
9576,96923,616619,674642,553072
5687,4429,900921,431651,263272
2278,532604,531873,869748,349146
9738,611613,200573,586247,594285
450,13606,303177,991163,554614
6308,376476,162969,213352,599534
4425,629966,227550,858455,633162
57,480874,526915,846824,4947
1290,29639,247071,287813,724225
6540,608750,47076,671902,754531
7131,148555,238561,779934,703269
6473,117207,507484,76323,459443
7620,782967,529817,948041,499848
3606,496202,113103,860893,259541
4872,128810,447172,512455,50504
7674,338218,237602,625682,610901
4426,742625,90453,656502,584129
2313,386470,775266,882928,480615
6926,90443,101734,604625,928840
8204,446408,573619,440381,375280
3657,389709,61793,412809,432223
2593,460708,753736,722040,214557
1819,96434,987464,196914,592608
8667,397439,974534,236161,298823
8318,614992,741660,283652,68658
7429,621538,334865,936952,94909
1896,960888,872189,485395,248568
4127,37115,36831,158033,852333
771,9612,88709,435832,559199
6583,880558,715172,781224,657159
5681,82804,318121,34388,425772
4951,38035,589417,745236,425618
7189,405062,781709,889272,8087
8905,64559,419067,14103,487102
251,879788,61389,792790,781907
7809,663055,30779,744791,992850
7548,698583,770312,84962,252598
3029,807309,35173,516593,237164
4883,619886,575153,744283,906930
6812,166785,208428,322196,821814
4627,475631,836954,602917,917651
7614,258710,339812,74089,601979
3706,504172,725401,80275,754013
1124,107957,678014,619360,922715
9740,935930,28908,612815,834357
2370,118511,197225,918753,212954
547,565269,794968,196005,998691
8160,533348,902859,333337,615732
6950,751620,482894,915042,845205
1692,531877,779159,828086,507368
6632,23599,839439,485472,684504
2678,110857,51048,885812,120867
9344,667375,211686,418634,846218
7838,333685,994777,523956,591556
706,762250,985985,123983,502052
2650,622072,67014,930446,708636
197,284074,680279,196037,54122
8534,797978,233718,99439,755027
9128,126232,438433,450032,499558
6578,520074,948043,277399,648423
3922,607774,336033,89343,689617
8541,575084,927266,553053,868680
2570,945299,396147,207750,524460
5212,865488,670669,472310,108129
9028,43918,807673,645123,632484
6216,370794,179671,885708,718851
6850,985878,966361,485327,238685
374,999434,820181,32371,97288
4341,491676,723451,29245,53364
2690,671205,851065,772571,961040
5817,416972,975021,45530,854058
4462,291824,235987,185032,716435
2198,574641,3907,322380,665471
4754,127265,249986,766590,924839
2214,237657,279931,284833,436650
9273,88654,37369,662291,563405
9470,604606,451151,326745,994354
8863,63964,40826,109012,556924
7565,854169,203972,68070,333715
603,573873,264639,141230,11077
5298,474863,920401,973507,357215
246,768042,197382,112625,422214
2962,737111,398961,294362,88313
5798,368431,297795,695785,515478
6931,682713,144796,766398,368760
3445,129309,765461,276362,925064
3867,347660,373069,747225,333313
5543,437775,741249,920876,769631
2598,52355,925300,238738,494072
8047,443891,283910,794517,613376
7181,370265,706777,451437,875469
5799,862900,649086,532143,455782
6526,303568,568292,619886,352257
8300,569691,782330,545688,736707
5250,792365,628513,342157,535230
5946,308665,390685,677064,245621
8780,447248,476123,25442,102617
167,795849,322804,346997,498109
4078,572794,367933,688415,653937
9745,501995,976795,793968,407565
959,878277,464054,478124,291933
7739,728485,419392,730641,312927
814,887048,460226,441288,873558
6881,61263,107385,251265,263241
9042,610275,177626,81308,99171
8487,335138,556058,58503,277985
1276,581644,821077,799621,524769
9257,666313,286693,774843,134175
2113,645964,418774,199965,390028
2132,749628,911955,54886,803476
5114,323085,984191,103440,38796
6977,856404,441482,608507,892837
9097,61751,691191,313782,263989
9978,396488,158827,227467,818984
9770,187496,488045,2951,273194
8990,677098,619897,532954,970614
5365,626721,415535,575235,622480
3982,738001,322175,565835,115437
5710,737401,889544,566285,872160
4815,252491,459578,641448,962920
9840,347875,97589,222047,760701
8916,834762,264975,195230,930508
8547,706734,624531,841175,849013
1753,777820,494057,848883,502650
6482,995535,846051,506427,136810
5807,518078,60868,830750,579202
1231,388957,805779,904542,690816
4852,111942,62218,656,327959
8919,733979,4351,160074,253467
1903,552906,548844,203159,256780
5862,62410,280797,522150,627672
7144,358745,919872,407602,917114
1159,321953,679225,577054,402782
8370,959523,494450,88605,859205
2404,190035,842839,723282,394899
8761,141780,926704,514139,613148
8335,767500,13017,840268,998785
5152,726953,808337,371112,997762
8867,981375,176093,164509,235264
3396,342177,808036,520278,527300
5466,843173,187204,616910,160282
3376,969421,523298,573886,900362
8339,887918,241047,698343,94927
1124,403653,873883,898846,896514
1497,926068,598493,493896,31805
6959,139883,548315,18724,493103
5076,266183,732651,947790,427979
8193,418971,982036,398012,681519
9997,705529,573299,182688,711629
1815,555585,740346,178581,626509
85,411569,19529,686287,84041
2314,308830,262551,520840,439933
1186,631904,19375,517087,898123
846,85491,406242,865515,169751
4674,410277,147712,307881,776002
9319,733188,864370,304533,149305
2542,600920,594160,692587,738427
1164,231454,757138,454644,106930
1385,152672,271843,337407,592435
456,946090,415334,414765,122675
3473,31819,792196,124614,244710
3265,575808,67162,689020,855209
4191,655065,552971,349081,601905
1123,355907,206227,733956,520897
5291,332681,210925,983052,755574
3427,42794,322978,926000,194851
3349,654956,191376,431797,235265
248,633681,345755,555848,472530
7385,694065,740400,765501,970068
3486,178435,772388,601306,558688
5563,695239,682917,785791,62766
129,445898,904777,129817,70425
2986,757586,989546,923310,93030
1776,236876,134082,374292,62335
9016,33059,350585,623240,367861
7903,716752,523578,777591,343556
598,595273,187150,617742,299814
5686,110349,736859,759311,786656
5009,470817,79715,597014,576540
5804,117199,648437,468674,119297
9402,970722,904661,326442,182698
1629,378754,743677,551643,195148
9202,307719,444316,960334,423737
9255,909266,265280,320939,557185
7898,363439,556033,274045,476205
3034,535856,625969,397813,819555
3718,680763,877902,885743,704237
376,468635,550309,297815,275151
7553,5874,402824,807167,509649
5740,651836,609587,633061,548247
1341,494545,32525,7139,151187
1752,206669,33975,459757,51028
2732,895187,997554,938051,955516
432,926666,994247,277220,567989
9501,754799,562173,210909,160109
1401,209355,831467,706853,733086
3788,468645,690216,720759,64945
492,812149,872630,934959,539064
3196,780038,316695,204176,990182
2430,8694,507182,917645,673635
3161,945397,994317,279605,834446
6448,261243,812994,695013,431379
4713,777470,506365,973672,954721
8783,598848,40730,523347,126831
5715,666354,299724,662363,287405
9601,526279,998300,785967,914904
7053,325432,594754,409185,834673
6244,426978,708720,300244,243361
1834,611986,72399,163200,71191
4681,176495,291595,622262,832165
708,869302,381302,979633,36621
4796,306836,87679,387625,616421
2010,97271,169836,29515,846388
6364,565420,852364,727670,460316
3682,447529,699766,273406,778936
9035,892695,634271,609930,835783
7354,214316,452173,659501,924395
4230,104959,691082,940879,456353
2724,775120,205671,939514,247192
5671,603775,661282,608801,128232
4519,704721,707178,829909,996272
8010,565909,214247,157696,486514
1897,344908,670677,652254,331796
697,745097,892621,132753,853859
7654,114150,529197,591825,92333
2940,774486,461591,897090,977054
9002,834198,750504,459596,587774
5746,675602,103656,358921,61131
4844,286666,698328,986738,113443
5349,496293,265567,539260,356703
5968,130700,938280,234443,283643
5890,5820,340068,829379,16099
8375,298179,331005,475365,83722
7736,681991,424,530774,537922
218,776905,925551,80569,829904
1852,475639,238499,682783,901375
36,399183,989743,821172,844805
837,568822,207706,376817,971681
6478,875333,350069,760849,772190
6562,271793,460418,293818,255377
5427,95443,809154,155440,193465
4116,164978,291323,951868,26639
8764,805402,141115,169495,218789
5099,571043,82291,988403,751745
9377,428409,977346,289255,46794
4417,420525,340928,13851,435137
9830,358801,470901,459576,890552
3008,249569,203963,304835,716052
9630,329314,818465,676858,863791
6773,371000,32675,306022,129023
4025,932485,688450,242106,135933
4361,568618,693726,738575,135531
1206,732239,771598,143331,686743
1825,556068,354171,927599,239976
2868,580644,962243,980365,449111
8645,800980,410157,460826,608631
1879,488223,843277,529299,879286
3885,67449,532701,554347,93682
2872,375741,881469,786700,279649
7073,350747,894750,960092,177307
2554,324645,748198,764003,607731
1818,960931,4629,359609,303257
3942,321650,321032,623915,210004
9686,199552,158555,244898,935135
5166,144105,96005,756233,841789
1578,180534,596362,577741,606670
9747,893850,559754,842977,196538
9020,710392,796164,142664,252022
3813,810148,690828,192687,949868
3087,668211,563567,544637,854618
6071,315908,987449,451193,898709
4131,447944,773117,521077,116889
4455,689127,152579,727852,671469
605,1290,357774,223321,675866
5147,27930,448241,153857,337073
8538,615637,806727,699671,810899
5332,810099,292914,123569,231323
6547,998376,621218,135826,566081
392,209109,732495,84005,104862
5245,467659,881247,366485,973026
7817,945844,965636,348974,216193
8699,35926,414312,551937,359188
9545,128668,756484,884177,75855
9461,681710,770,821203,91315
5678,286433,700984,336343,591131
9986,881325,332337,86454,648783
6299,288616,660175,192228,608974
437,931696,804387,251916,635978
7341,463834,729659,531819,832287
7889,128556,104926,865554,857936
3533,195871,926700,381477,646279
1109,597964,486805,333551,136034
8753,984680,81395,661794,308341
3579,564730,885857,167706,808143
6535,317181,148094,128827,378143
6539,92599,613426,778243,839399
7064,957609,164311,328742,181681
766,560812,136081,337435,291512
2851,63955,899686,568267,922185
7977,360030,465543,931603,839389
1604,488141,412193,417232,613199
2644,754196,320796,578010,41351
9971,964425,523701,853723,391994
3999,76561,526567,155456,391575
1366,883998,162746,242344,854621
6517,392133,953946,961367,771949
2365,351971,871876,632726,827680
4977,889408,874275,941945,895721
3863,338317,421539,251797,15351
4900,970629,259334,506583,814523
6890,723053,383187,802948,361493
3630,306773,528468,708630,3064
953,132940,24935,559751,64490
4503,166102,760379,598148,95766
8298,993693,682047,99667,236217
3066,453966,846409,688048,201204
9828,50543,367193,774492,466487
7000,740104,288744,442680,407863
2970,53222,74595,460342,631880
1620,479636,497668,545139,267049
8960,910600,729239,272975,580956
5459,402373,642567,435165,88203
3720,635412,966762,545850,52793
4756,771284,259354,619435,947487
1638,432338,494541,493841,244052
7101,226471,411237,75171,946209
4222,693912,244633,56487,279551
2331,773619,403061,532547,788774
1079,68816,785882,968434,692775
2016,731898,316229,152234,955255
2612,837846,349855,251317,397406
7529,12924,387364,743841,282984
5211,425721,911529,971620,205138
4856,507665,263141,400171,579885
453,115658,352045,277051,965262
6101,389462,276645,620271,838054
6888,439543,943828,216521,623058
7764,719416,616119,95201,308613
8858,773069,254272,246888,583656
2165,16612,134495,57500,504358
4739,898349,857263,880847,127988
7158,574139,12386,828108,638613
8763,32928,131720,359581,20184
6840,196096,166692,944631,961559
5911,377108,163307,47323,397363
6254,909271,979004,323678,88386
4085,539313,404867,998270,55968
7796,737332,748866,992748,250368
4015,619521,416712,94175,501231
2918,353260,996616,818370,399082
8037,390014,766232,920306,455442
4578,42850,629889,448432,135054
3160,417305,406209,605941,828483
3239,333236,332860,351459,200879
3886,124203,752309,512110,822665
1506,110502,992800,761834,94973
7095,192576,561200,895443,437447
7341,955881,496402,432970,525055
4684,852843,359806,291288,881541
2245,997668,734901,451623,557746
3913,627022,531016,693078,771905
4913,117421,538417,210697,809739
8392,817783,827876,799945,292784
6242,387279,494829,664716,177323
5526,444481,139740,371648,476876
9375,989234,913795,116382,221450
5785,353510,984367,570260,732917
3058,737483,484114,127773,885347
2416,519482,698611,888857,365733
4375,258904,689604,929012,711251
5377,943099,760906,798972,101484
7216,699391,54836,993883,280885
3136,548128,640910,85371,599586
8053,92446,837714,980382,398185
9931,891972,300237,512863,654663
418,546598,419712,677122,155382
9503,441391,311309,72918,172075
6890,142630,699541,768016,73635
9373,38403,579650,965032,136414
5334,675006,56362,310801,226703
3696,784106,873042,589908,571213
1922,929096,992161,135713,347143
7964,600120,322493,707065,731894
6767,339448,703279,998832,274599
7104,286005,99361,991561,361360
4770,786221,798632,921781,921468
3463,268499,85608,728659,318956
9077,460368,802369,912539,471766
3073,62999,608479,998612,584939
1826,69480,866584,491272,782335
3053,921805,802539,256730,520460
2814,496053,399410,740387,121004
8144,165810,161346,695920,776451
238,637682,446345,971224,599997
9595,344734,219113,780604,336079
1983,121245,571533,170931,167770
7285,378376,534671,136796,830537
4448,975329,604648,24953,395481
7103,16646,720432,267961,170361
7937,990021,59431,429410,239191
2115,925505,296401,947785,171128
8838,98386,41162,211862,37862
1048,805663,178239,751450,290072
8769,628156,803944,177518,224432
4040,358303,401695,19524,816309
2184,375700,19109,698217,302951
8140,542034,469200,619004,614595
321,1739,966702,20063,658762
126,219799,653499,989552,396133
4212,571219,930214,608488,364013
813,938221,504081,153442,489348
6462,585477,815808,611487,86299
8939,832110,187481,207678,888341
2438,198826,518026,215520,350589
9018,92806,788065,881016,602623
8589,113174,690645,466942,69354
7572,643329,174230,886685,61568
8728,274565,437970,53014,553302
2221,592715,178121,210622,653089
6291,635032,22641,180701,516858
3025,258994,635353,548538,605230
3315,10242,977022,129940,771537
4788,364888,160974,67147,286168
5698,742319,365724,744454,373312
8805,822805,709651,446101,545679
6039,387222,905427,225348,626956
8430,820490,229649,874745,614280
6546,660994,836299,317966,268936
7243,61451,470546,953388,632208
9786,270696,241060,523500,361423
8090,750973,484822,596004,114818
6562,240191,698510,421784,917136
